en,cs,position,score,rel_score,ratio_score,index,correctness,freqs
dynamics,dynamiky,2,0.5846506602884196,0.0222214925533217,0.9633835685996344,7170,no,127569
purely,nekonkrétní,8,0.537942994144878,0.0454427205379738,0.9221051880526796,6474,no,156451
pocket,kapesník,1,0.4424114191150373,9.186578436254368e-05,0.9997923952488096,6828,no,311292
quantity,množství,3,0.5232569555220807,0.0171231190557783,0.9683128230270984,6973,yes,384336
tasmania,tasmánie,0,0.642707501054901,0.0,1.0,6252,no,932
circular,kruhového,2,0.6124121432624556,0.0157163096158223,0.974979147109472,5904,no,101655
oslo,helsingør,9,0.557771340609273,0.084339107996489,0.8686532695743893,5892,no,818
curtis,mcclanahan,3,0.5643281485103349,0.0173763387119533,0.9701285805874946,6010,no,1980
explorer,kartograf,8,0.4762588650537216,0.1435943780327471,0.7683413297674465,6201,no,38234
costume,kostýmy,3,0.6194693602188049,0.0221845819696051,0.9654259398860032,7001,yes,185308
tanzania,keňa,5,0.5574154977329495,0.0406255883242503,0.9320689008307288,6912,no,1062
ceiling,výklenek,7,0.6001648856805392,0.0292902783739421,0.9534672522419612,7158,no,199124
sailors,námořníky,2,0.6137653086362811,0.0701282752857501,0.8974573282533598,6506,yes,43357
kitchen,koupelna,4,0.5749862856755976,0.0176143745008301,0.9702761476917928,5862,no,756155
satisfy,nesplňující,4,0.5452953471686344,0.046418856660269,0.9215518972505664,6437,no,216025
cyclone,cyklóna,4,0.5361288208019424,0.023571959800851,0.9578847115856008,6444,no,12960
destroyer,torpédoborec,1,0.735868578768461,0.0074670037107217,0.9899547339227086,6237,yes,11629
bengali,bengálský,7,0.4905734114709471,0.0600001588276181,0.8910224499242105,7263,no,924
translator,anglista,9,0.5863890287991318,0.1713354326645295,0.7738816134646507,7195,no,36655
interim,generálního,1,0.5118669943498818,0.0507226948517444,0.9098406959364556,6463,no,93509
aberdeen,southampton,2,0.5547955655127401,0.0555908102894667,0.9089252111559568,7347,no,1138
sin,hříchu,0,0.4935801171444297,0.0,1.0,6039,yes,308951
greene,howell,9,0.5570772224038283,0.0448970134265861,0.9254170515044527,7264,no,1968
gravity,gravitačního,4,0.6112226493510766,0.0443337248987901,0.932372368509848,5882,no,116319
confederation,konfederaci,1,0.575805435740782,0.0205922786634562,0.9654722374581424,6754,no,6666
mineral,minerál,1,0.6357776214998484,0.0110400991220501,0.9829316687374684,6741,no,165233
thomson,brookes,4,0.5009763686367197,0.0233408576647979,0.9554833286149262,7372,no,1601
neighborhoods,předměstími,5,0.5978711098069248,0.1237993890484622,0.8284544134133022,7003,no,110790
privately,soukromé,0,0.5521159158784947,0.0,1.0,6206,no,97462
cuisine,jídel,8,0.5727072792721453,0.0943315876819976,0.8585815724460885,5708,no,118353
nearest,nejbližší,0,0.5556030808123195,0.0,1.0,5898,yes,135918
bots,boti,3,0.5327536215250611,0.019846662394839,0.9640849580205504,6954,yes,23643
optical,optickou,6,0.6239611049130976,0.0781333908891256,0.88871385353926,5885,no,124269
trend,trend,0,0.6958546463558799,0.0,1.0,6492,yes,498311
remarks,nevyjádřil,6,0.4949421677167717,0.0421994866065114,0.9214369500729256,6311,no,133993
bread,těsto,8,0.590248940618171,0.0684947625263112,0.8960221369868817,7027,no,314792
bicycle,cyklistů,3,0.5531696096443446,0.0185540009318733,0.9675472543224628,6473,no,131062
segments,segmentu,3,0.4678136229559875,0.0714661112908479,0.8674785890282742,6407,no,129120
bacteria,bakteriofágy,8,0.69243884233555,0.0617125509750501,0.9181695458996076,6650,no,272230
particle,částice,0,0.7585390866418849,0.0,1.0,6721,yes,65205
brad,kevin,7,0.5521168827980942,0.0287153462224536,0.9505617202563362,6249,no,8647
somehow,prostě,3,0.6385951879602466,0.0326629494697351,0.9513407024087775,5804,no,341049
lover,milenec,0,0.6806203409894531,0.0,1.0,6027,yes,173040
formats,formátu,3,0.6603762362952273,0.0762769179213356,0.8964547732067247,6415,no,163655
refugees,emigrantů,5,0.6096410326095397,0.1065965604495997,0.851171508613067,6266,no,90529
abdul,abdurrahmán,7,0.5557952145403957,0.0263575610091846,0.9547239794840764,6190,no,863
plantation,plantáží,1,0.5887592555829068,0.0269859170042183,0.9561735630166064,7393,no,37245
simpson,mcconaughey,7,0.5458638021204942,0.0242766793120936,0.9574198287918552,5661,no,4937
arrives,odveze,9,0.6803852060380038,0.0432117365595619,0.9402820354596296,5674,no,146400
bicycle,cyklistický,0,0.5717236105762179,0.0,1.0,6473,no,131062
snake,rorýs,2,0.469651815773032,0.0219023483025472,0.9554426553506326,5864,no,81717
anthology,antologie,0,0.6790633442439414,0.0,1.0,6181,yes,27412
aggregate,skórem,7,0.4821855780904867,0.0346908730950565,0.9328836262215328,6348,no,83864
publicity,propagačního,7,0.5121769738943792,0.0352238246910493,0.9356525880450424,7101,no,118875
garcia,ramirez,8,0.5731822601007803,0.0299103307635384,0.950405076738428,7011,no,1943
buddhism,buddhismu,0,0.7373295616822781,0.0,1.0,6387,no,2144
humanity,bytí,9,0.5312067291580954,0.1307589431340005,0.8024686949683663,6576,no,207744
supposedly,skutečně,2,0.5695789016416594,0.0977957973557691,0.8534619344984399,7091,no,116826
particle,elektrostatické,8,0.6350775786519984,0.1234615079898864,0.8372377769793502,6721,no,65205
logan,mullins,1,0.544945000232524,0.0088588929864145,0.9840035559610768,6984,no,2176
wednesday,pátek,3,0.6379359186188587,0.0349530852209114,0.9480551992654728,6291,no,14746
comparable,srovnatelné,0,0.6087288832805093,0.0,1.0,6104,yes,176111
descriptions,popisy,0,0.7557089770420802,0.0,1.0,7317,yes,142569
gen,generál,2,0.5142449456885945,0.0971024683914008,0.8411664690893829,5776,no,19728
eighteen,šest,1,0.6906313349877294,0.0015944684847249,0.997696606401081,7386,no,61970
chi,huang,9,0.4730610955423618,0.0277111417832967,0.9446631827449417,5654,no,31885
rachel,brianna,6,0.5793105872031854,0.0889560782314173,0.8668853575487483,5910,no,6256
galaxy,galaxie,0,0.6328837019823808,0.0,1.0,5710,yes,59252
reveal,rozpoznat,7,0.5793555368301095,0.0970146109749603,0.856565800117305,6067,no,308012
busy,zaneprázdněn,7,0.4500664498846014,0.0466068101148424,0.9061620307183548,6550,yes,607913
swift,better,9,0.3966688755976197,0.0851769523159464,0.8232277890943458,7116,no,68512
reliability,nespolehlivost,2,0.6405837915213868,0.049064725416689,0.9288554615697164,6825,no,167753
reactions,reakce,1,0.7670268390871257,0.0115437999522663,0.9851730859430954,6144,yes,205489
vague,neověřitelné,3,0.5501323977567779,0.0330133590779242,0.943387465841954,7095,no,84240
module,modulem,5,0.5785983442838136,0.0918676128405349,0.8629794520298119,6487,no,233073
monk,mnicha,6,0.581211481641196,0.1414666343905599,0.8042466884602001,6400,no,37008
inns,maltby,8,0.3946317277291538,0.1956535042002976,0.668544131519656,6314,no,12477
dirty,bloody,6,0.4707097423459138,0.0839752874278076,0.8486072583172749,6917,no,231623
certificate,certifikace,7,0.5493624167897553,0.1046453703016776,0.8399936937034547,5690,no,269420
brook,říčka,2,0.4811850476882092,0.0282381041654491,0.9445684710977544,6344,no,13744
interpreted,interpretován,1,0.6348101444209104,0.0161819233797758,0.975142671961511,6302,no,94172
anton,anton,0,0.6602146350022052,0.0,1.0,6811,yes,663
ecuador,chile,4,0.6807098579950478,0.0640979602191561,0.9139402693531852,5711,no,943
mesa,nanyo,3,0.517837490635569,0.045872473174208,0.9186239802039624,6529,no,11716
ellen,susannah,8,0.5674194663158096,0.0469031539658434,0.9236506154627036,6539,no,2468
erik,gustavsson,5,0.5724456802293613,0.0932216063078466,0.8599576572362687,6986,no,1205
toll,přejezdem,9,0.4231045970322043,0.0589276995066673,0.8777515533092183,6399,no,122745
cent,rpsn,8,0.4657685104862969,0.0358049326029126,0.9286147759690212,6679,no,533892
prepare,připravujících,8,0.5823821164161659,0.1500682291209182,0.7951148087576125,6047,no,566980
praise,chválila,7,0.5668836871880861,0.0969988026245026,0.853891608661218,6123,no,179103
pianist,klavírista,0,0.838782166638514,0.0,1.0,5779,no,32952
hanging,přikryvadla,7,0.4603269919672487,0.0323450148262169,0.9343477721887772,7198,no,269631
freight,přepravy,4,0.6490292327371305,0.0834165730711069,0.8861122933470025,6154,no,79405
favourite,nejoblíbenější,1,0.5959443010752796,0.0076912154994841,0.987258510660329,6327,no,285285
curtis,blake,0,0.5817044872222882,0.0,1.0,6010,no,1980
preference,preferované,8,0.5406674039827067,0.037504425276812,0.935132734978034,6776,no,198338
webster,maddison,5,0.5370368611323479,0.0161848899194222,0.9707442993905212,7187,no,2169
infection,onemocnění,5,0.7172024910002799,0.0705911246363748,0.9103938858665076,6747,no,402091
flew,přelétla,6,0.6831971403637074,0.022491513091726,0.9681282772769614,5741,no,115830
quartet,kvinteto,9,0.6564721255387722,0.0640694190187464,0.9110815753752391,5724,no,26041
loose,roztrhl,4,0.4514720753639177,0.0257299927736519,0.9460815564482542,6504,no,321042
uprising,povstalců,7,0.6049768517158115,0.1454853166624711,0.8061390396575768,6611,no,33232
uganda,bangladéš,0,0.5594935650409835,0.0,1.0,5800,no,2343
rendered,zjednodušen,9,0.3852185100644097,0.0340278370332164,0.918835698226626,6833,no,106816
uprising,vzpour,2,0.64242052466718,0.1080416437111025,0.8560331909274307,6611,no,33232
clara,bárbara,9,0.4883828872362874,0.0926561327619639,0.8405337170604432,7079,no,6260
garcia,ramírez,6,0.5757097480826366,0.0273828427816821,0.9545959555854624,7011,no,1943
consumption,spotřebování,5,0.6283801442772127,0.0591877660110391,0.9139172071218018,5695,no,423879
delay,zpožděním,5,0.523978815995513,0.0906062074724807,0.8525733559838377,6215,no,283570
bots,pywikipedia,7,0.5202482421045199,0.0323520418153802,0.9414548946918934,6954,no,23643
galaxy,galaktického,2,0.587240749427312,0.0456429525550687,0.9278809796932652,5710,no,59252
settings,"prostředí,",6,0.4622722943875824,0.0630051604635998,0.8800535604912836,6760,no,394666
thames,temží,3,0.5266750312928552,0.0663466204286733,0.8881210825337142,6951,no,877
buddhism,buddhismus,1,0.7279862013472584,0.0093433603350197,0.9873281083241772,6387,yes,2144
ellis,atwood,7,0.575941606502583,0.0433856663002821,0.9299471084101733,5773,no,1790
holmes,holmes,2,0.5416807488424449,0.0076068769898611,0.9861513774712568,5806,yes,4121
catalogue,katalogy,0,0.6753959142473739,0.0,1.0,6062,no,68576
felix,remigius,9,0.4757438412242082,0.066060766294638,0.8780727122326286,7262,no,3210
unified,sjednoceného,4,0.4491859038251605,0.0179753443262034,0.9615221844762704,6568,no,78099
armstrong,whittle,5,0.5408629683590314,0.0138373350572443,0.975054394288189,5749,no,1876
introduce,vytvořit,1,0.5918951757518072,0.0290588133558243,0.9532029524480796,6651,no,298951
frog,saxicola,6,0.4566838874916953,0.0346943720057246,0.9293937586062316,7094,no,37503
cyclists,cyklistických,5,0.5610285459646165,0.0635407494230398,0.8982646923371385,5786,no,51139
activated,aktivován,0,0.6319346968294962,0.0,1.0,6700,yes,95196
duchy,knížectví,6,0.6868534002444471,0.1024176643032552,0.8702376548392199,5944,no,1402
thesis,disertace,0,0.6798999671197274,0.0,1.0,6026,no,119092
bang,chaozz,3,0.4277919952680332,0.0399040754772108,0.914679472475306,7150,no,78568
stefan,stefan,0,0.6380266195531614,0.0,1.0,7368,yes,1228
ruins,ruinu,8,0.6059476463557198,0.1004194503945643,0.8578367383524027,6048,no,75473
legends,legends,2,0.6473187438792725,0.0661254114298077,0.9073152244114177,6152,no,57188
richardson,ellwood,1,0.6108275860485191,0.0119920401858861,0.9807455647176848,6092,no,6934
nest,hnízd,9,0.5234185893195333,0.0749869589140446,0.8746887305182962,7035,no,90391
advisor,tajemník,3,0.5914632248955669,0.1512934328186406,0.796308210438345,6275,no,145984
striking,pozoruhodné,8,0.4150770648106089,0.0229512417398878,0.9476032909365368,6428,no,180227
ashley,jason,1,0.577133398967056,0.019257763324497,0.9677095092246142,7192,no,7593
sixteen,třináct,6,0.7017071949177969,0.0215871780765104,0.9701543674574108,5951,no,62210
compensation,odškodného,1,0.6177421577613715,0.020115958138809,0.9684632716314656,6861,no,347995
dozens,tisíce,4,0.5975153929159034,0.043017175190967,0.9328415488409798,6801,no,183094
ruth,johnstonová,3,0.5272362576527339,0.0255638892774808,0.9537556395029178,5684,no,2530
arrives,přiběhne,1,0.7010062665428056,0.02259067605476,0.968780028321203,5674,no,146400
spots,špinavě,7,0.4882446245837218,0.0605132564869271,0.8897268566442028,6070,no,340056
tracking,vyhledávacích,8,0.503512259194262,0.1243076817145483,0.8020010617461356,7099,no,260366
tomorrow,zítra,0,0.5613636270096867,0.0,1.0,6566,yes,412818
colombian,kolumbijské,2,0.6861971991461895,0.0077076121426863,0.988892407117959,7260,yes,700
provider,poskytovatelé,7,0.5940773058345679,0.0889915054200553,0.8697180958143871,7291,no,657989
dressed,oblečeni,7,0.6077358340662746,0.0642501766420022,0.9043876276914125,7273,no,217155
jake,luke,2,0.5577889895923809,0.0379419827347989,0.936310206288954,6355,no,4328
hearts,hearts,0,0.4938369688719123,0.0,1.0,6230,no,273272
demon,démonické,8,0.547227658939918,0.0386961526572386,0.933957023265947,7160,no,56523
cherry,meruňka,9,0.4722611131895162,0.0397211527681213,0.9224169362705856,6532,no,75810
dimensional,dvourozměrné,1,0.6718721111606982,0.0025873573227535,0.9961638060644752,5876,no,44327
instances,případech,0,0.5904213946411397,0.0,1.0,6110,no,282587
associates,inc,9,0.4384031673059541,0.038770048073103,0.9187505777282472,6599,no,126010
protecting,ochraňovat,4,0.6313803499575724,0.0203290008293736,0.968806645470368,6888,no,240101
mansion,zámeček,9,0.5255983535969169,0.0585983379740004,0.8996941632510306,5700,no,48397
winnipeg,edmonton,9,0.6133669689740608,0.0499013295334498,0.9247644887510258,6384,no,3031
trend,trendů,2,0.6014126767287727,0.0944419696271071,0.8642791707698007,6492,no,498311
knee,kotníku,2,0.642661289940055,0.0044989232199872,0.9930482079576256,6665,no,223033
armies,vojsku,8,0.6112350694216333,0.0855372796324682,0.8772378385155657,6138,no,51252
garcía,rodríguez,4,0.6636661897624035,0.0762833064588772,0.8969074148324512,7343,no,0
configuration,konfiguračního,6,0.6142588774273076,0.0825507357063869,0.8815304293304171,6248,no,215656
annie,maclaine,7,0.5529382722956269,0.0609064063312255,0.9007787988527148,6737,no,3876
productive,kontraproduktivní,1,0.5878470693619853,0.0293520434852708,0.9524431534746308,7064,no,264497
ritual,rituální,0,0.7258813216979343,0.0,1.0,6898,yes,103185
webster,langton,8,0.5347352923928839,0.0184864586588863,0.966583998868916,7187,no,2169
hood,cooney,8,0.4068374450996748,0.0948626715271653,0.8109175812735094,5914,no,85302
births,novorozenců,4,0.4852767513165693,0.0418348081673065,0.9206338631460306,6421,no,34762
instructor,absolvování,9,0.5381273550922399,0.1317134278676456,0.8033660666559721,6562,no,181012
logan,hickman,3,0.5381340121589645,0.015669881059974,0.9717050001781422,6984,no,2176
clothes,oblečení,0,0.717389323184521,0.0,1.0,6858,yes,638022
windsor,windsor,0,0.6026206808991621,0.0,1.0,6223,yes,3303
wwe,wrestlingové,3,0.5434287065722465,0.0973750947931766,0.8480422641287552,6806,no,11229
graduation,maturitu,2,0.6470906607101465,0.0640687953386269,0.9099093813719424,5740,yes,138900
bee,květozob,0,0.4334810361324176,0.0,1.0,7131,no,59238
bombardment,bombardovací,5,0.5968837728725231,0.0170104367435306,0.972290931438872,7190,no,12490
casey,reynolds,3,0.5194855215049723,0.010362344027228,0.9804427936747095,7047,no,2485
trainer,trenérského,6,0.4694776710310386,0.0484011810764993,0.9065395683188684,6877,no,182315
halifax,northamptonshire,6,0.5349125326613411,0.0386662170960713,0.9325877795988352,6398,no,2858
rebels,povstalců,0,0.6227034263567253,0.0,1.0,5640,no,51578
für,mittelalterlichen,8,0.7290228902514381,0.0629219321426718,0.9205475806351584,7147,no,0
kurt,weinrich,6,0.5118957708600786,0.0165962479438044,0.9685969752554332,6221,no,3530
tribal,etnika,3,0.5167444806381295,0.0396130545414487,0.9287992845667804,5980,no,99559
lisbon,portugalskem,7,0.5947540200578563,0.0985366856964722,0.8578710418607728,7303,no,652
diana,julianne,1,0.5394513369644015,0.0056810753766222,0.9895785404646454,6547,no,2983
shorts,bfff,4,0.4557570816820929,0.0261195731488773,0.9457961432930604,6606,no,110397
boulevard,boulevardem,2,0.6334567006248608,0.0104778908279445,0.9837283305369494,5762,no,9240
sebastian,bastian,5,0.5096912718895019,0.1297698246206209,0.797063769275655,6699,no,1725
enable,umožňují,5,0.6817381248168994,0.052734625871904,0.92820070476073,6418,no,600062
promised,přislíbily,6,0.65663961629873,0.0726010328370773,0.9004429704746797,6320,no,254327
madonna,zvěstování,8,0.5102862229068115,0.1905489526468967,0.7281116027083687,7327,no,3155
travelling,přicestoval,8,0.5309485589919305,0.0991249806781735,0.8426771250700772,6670,no,176307
polo,plaveckých,7,0.4625063298801245,0.0110805187868278,0.9766029846098616,5831,no,61827
casino,casino,3,0.5300434801191258,0.0339947632891097,0.9397296837822656,6756,yes,453078
bassist,kytaristé,6,0.7550758684730594,0.0774517754071384,0.9069679235560808,7258,no,21674
phrases,slovíček,4,0.5714563830720398,0.0316880491905386,0.947461922061243,6774,no,222733
wrestler,zápasnice,9,0.5425467545138203,0.1596109432359733,0.7726850481772415,6122,no,16374
atlas,atlas,0,0.6366914798165959,0.0,1.0,6055,yes,12107
presbyterian,metodistické,2,0.6007554660408865,0.0172397912502031,0.9721036835690752,6209,no,835
darkness,věčnosti,7,0.5806253172112401,0.0728253645691959,0.8885526228685369,6866,no,168890
astronomy,astrofyzika,9,0.6745815609954495,0.1271107310833829,0.8414469836627995,7274,no,37075
shelter,přístřešky,3,0.5516662038125089,0.0349920371756835,0.940353625448538,6762,no,188545
beaten,porazil,0,0.5853390190086734,0.0,1.0,6507,yes,123912
dying,umírajícího,8,0.5951995950098465,0.0598379076933311,0.908649646094468,5979,no,211988
atp,pbz,3,0.566380907156334,0.1104224857843166,0.8368470268676687,6688,no,498
